"","jeolla","seoul"
"1104","나는 그때 약간 좀 항상 반에 있었긴 했는데 우리 반 애들 다","나는 그때 약간 좀 항상 반에 있었긴 했는데 우리 반 애들 다"
"1105","안 오거나 그래가지고 난 별로 재미없었거든","안 오거나 그래가지고 난 별로 재미없었거든"
"1106","그래가지고 막 다른 반 가 가지고 {laughing} 막 옆반 가도","그래가지고 막 다른 반 가 가지고 {laughing} 막 옆반 가도"
"1107","뭐 결혼식 준비한다고 선생님 담임선생님 결혼식 준비한다고 옆에서 막 음악 틀어주고 보고 있고","뭐 결혼식 준비한다고 선생님 담임선생님 결혼식 준비한다고 옆에서 막 음악 틀어주고 보고 있고"
"1108","또 너네 반 가 가지고","또 너네 반 가 가지고"
"1109","뭐 옆에서 끼어 들어가지고 인제 수다 떨고 있고 -그런- 그런 것도 그런 것도 재밌었어.","뭐 옆에서 끼어 들어가지고 인제 수다 떨고 있고 -그런- 그런 것도 그런 것도 재밌었어."
"1110","그냥 우리 반은 별로 재미 없었긴 했지만 다른 반 가서 재밌었다","그냥 우리 반은 별로 재미 없었긴 했지만 다른 반 가서 재밌었다"
"1111","이 약간 무리가 나눠져 있잖아 그 시즌에는","이 약간 무리가 나눠져 있잖아 그 시즌에는"
"1112","영화 보는 애들 아니면 모여서 보드게임하는 애들 모여서 수다 떠는 애들 뒤에 의자 다 붙여 가지고 잠자는 애들","영화 보는 애들 아니면 모여서 보드게임하는 애들 모여서 수다 떠는 애들 뒤에 의자 다 붙여 가지고 잠자는 애들"
"1113","그러면 선생님 한두 명씩 와가지고 막 수능 잘 봤냐?","그러면 선생님 한두 명씩 와가지고 막 수능 잘 봤냐?"
"1114","이런 얘기 하면서 막 수능 얘기 또 엄청 하고","이런 얘기 하면서 막 수능 얘기 또 엄청 하고"
"1115","그때 수능 끝난 다음날 학교 와 가지고 우는 애들 진짜 많았잖아.","그때 수능 끝난 다음날 학교 와 가지고 우는 애들 진짜 많았잖아."
"1116","-그- 그게 나였지 {laughing}","-그- 그게 나였지 {laughing}"
"1117","나 진짜 수능 끝 수능 자체가","나 진짜 수능 끝 수능 자체가"
"1118","아니 모의고사 때는 좀 약간 초반 모의고사 때는 괜찮았는데 인제 나중에 가면서 성적이 점점 떨어지는 거야 공부를 안 하니까","아니 모의고사 때는 좀 약간 초반 모의고사 때는 괜찮았는데 인제 나중에 가면서 성적이 점점 떨어지는 거야 공부를 안 하니까"
"1119","확실히 인제 수시 원서를 쓰니까 사람이 풀리더라고","확실히 이제 수시 원서를 쓰니까 사람이 풀리더라고"
"1120","그래가지고 이제 공부를 안 하니까 당연히 수능에서 망치지 했는데","그래가지고 이제 공부를 안 하니까 당연히 수능에서 망치지 했는데"
"1121","영어를","영어를"
"1122","그냥 밀려 써 버리니까 거기서 멘탈 터져버리고","그냥 밀려 써 버리니까 거기서 멘탈 터져버리고"
"1123","수학 잘 나오던 수학이 인제 터져 버리니까 멘탈 터져가지고 그때 막 뭐만 해도 눈물 흘렸는데","수학 잘 나오던 수학이 이제 터져 버리니까 멘탈 터져가지고 그때 막 뭐만 해도 눈물 흘렸는데"
"1124","지금 와서 생각하면 막 아 그게 다 뭐였지 약간 이 생각 들기도 해","지금 와서 생각하면 막 아 그게 다 뭐였지 약간 이 생각 들기도 해"
"1125","다음 날 학교 와 가지고 친구들 얼굴 보면 애애애앵 이러면서 울고 선생님들 얼굴 보면 또 울고 난리였지 그때","다음 날 학교 와 가지고 친구들 얼굴 보면 애애애앵 이러면서 울고 선생님들 얼굴 보면 또 울고 난리였지 그때"
"1126","근데 그때 수시 그거 할 때 되게 좋았어 발 합격자 발표날 때","근데 그때 수시 그거 할 때 되게 좋았어 발 합격자 발표날 때"
"1127","야 누가 합격했대 이러고 막 복도 끝에서부터 끝에까지 소리 지르면서 달려 다니고","야 누가 합격했대 이러고 막 복도 끝에서부터 끝에까지 소리 지르면서 달려 다니고"
"1128","막 축하해 주고 선생님들도 엄청 기분 좋고 그 분위기는 진짜 진짜 좋았어 그땐","막 축하해 주고 선생님들도 엄청 기분 좋고 그 분위기는 진짜 진짜 좋았어 그땐"
"1129","아 진짜 근데 약간 좀 수능 끝나고 나서","아 진짜 근데 약간 좀 수능 끝나고 나서"
"1130","뭔가 좀 생각이 많아졌던 거 같아.","뭔가 좀 생각이 많아졌던 거 같아."
"1131","훨씬 근데 시간이 엄청 느리게 가긴 했던 거 같아.","훨씬 근데 시간이 엄청 느리게 가긴 했던 거 같아."
"1132","-왜- 왜냐면 뭐 재미도 하나도 없었어 솔직히 막 유튜브 봐도 수능 전에는 유튜브가 그렇게 재밌었는데","-왜- 왜냐면 뭐 재미도 하나도 없었어 솔직히 막 유튜브 봐도 수능 전에는 유튜브가 그렇게 재밌었는데"
"1133","이제 수능 끝나고 나서 보고 있으면 별로 재미도 없고","이제 수능 끝나고 나서 보고 있으면 별로 재미도 없고"
"1134","뭐 애들 만나서 차라리 놀러 다니는 게 더 나았어.","뭐 애들 만나서 차라리 놀러 다니는 게 더 나았어."
"1135","놀러 다니고 이런 게 더 재밌었어.","놀러 다니고 이런 게 더 재밌었어."
"1136","맞아 근데 그때는 선생님들도 진짜 말도 안 되게 풀어줬던 거 같애.","맞아 근데 그때는 선생님들도 진짜 말도 안 되게 풀어줬던 거 같애."
"1137","수능 끝나면 다 해라 맨날 뭐만 하면은","수능 끝나면 다 해라 맨날 뭐만 하면은"
"1138","아 선생님 자고 싶어요 수능 끝나면 하루 종일 잘 수 있다 아 선생님 뭐 하고 싶어요 수능 끝나면 다 할 수 있다 수능 끝나면 터치 안 하겠다","아 선생님 자고 싶어요 수능 끝나면 하루 종일 잘 수 있다 아 선생님 뭐 하고 싶어요 수능 끝나면 다 할 수 있다 수능 끝나면 터치 안 하겠다"
"1139","이렇게 맨날 약속했었잖아 근데 그 약속이 진짜 지킬 줄 몰랐거든","이렇게 맨날 약속했었잖아 근데 그 약속이 진짜 지킬 줄 몰랐거든"
"1140","아 거짓말하네 말도 안 되는 소리 하네 이랬는데 진짜","아 거짓말하네 말도 안 되는 소리 하네 이랬는데 진짜"
"1141","진짜 학교가 아니라 그냥 무슨 다 같이 모여서 어디 놀러 오는 그런 느낌으로 그때 학교 다녔던 거 같애 진짜","진짜 학교가 아니라 그냥 무슨 다 같이 모여서 어디 놀러 오는 그런 느낌으로 그때 학교 다녔던 거 같애 진짜"
"1142","근데 진짜 막 나갈려고 많이 애썼던 거 같아 {laughing} 학교 밖으로","근데 진짜 막 나갈려고 많이 애썼던 거 같아 {laughing} 학교 밖으로"
"1143","왜냐하면 뭐 학교에 있어도 재밌긴 했는데","왜냐하면 뭐 학교에 있어도 재밌긴 했는데"
"1144","학교 자체가 뭐 제한된 공간이다 보니까","학교 자체가 뭐 제한된 공간이다 보니까"
"1145","뭐 애들 해도 보드게임하고 뭐 영화 같은 거만 보니까","뭐 애들 해도 보드게임하고 뭐 영화 같은 거만 보니까"
"1146","차라리 밖에 나가서 난 진짜 막 애들이랑 같이 다 놀러 다니고 싶었거든","차라리 밖에 나가서 난 진짜 막 애들이랑 같이 다 놀러 다니고 싶었거든"
"1147","근데 또 그것도 안 된다고 하고 현장 체험 학습도 안 써줘가지고","근데 또 그것도 안 된다고 하고 현장 체험 학습도 안 써줘가지고"
"1148","막 진짜 나만 해도 담임선생님한테 갑자기 현장체험학습 저 써야 된다고 저 빨리 가야 된다고 하면서 그랬는데","막 진짜 나만 해도 담임선생님한테 갑자기 현장체험학습 저 써야 된다고 저 빨리 가야 된다고 하면서 그랬는데"
"1149","나중에 와서 인제 아 저 그냥 안 갈래요 막 이렇게 번복하는 경우도 있었고","나중에 와서 이제 아 저 그냥 안 갈래요 막 이렇게 번복하는 경우도 있었고"
"1150","진짜 –솔- 솔직히 좀 선생님 짜증 나게 많이 했던 거 같아. {laughing}","진짜 –솔- 솔직히 좀 선생님 짜증 나게 많이 했던 거 같아. {laughing}"
"1151","나는 최고는 그거지 나 이제 그때 친구랑","나는 최고는 그거지 나 이제 그때 친구랑"
"1152","그때 남자친구랑 선생님들한테 가 수능 끝나고 학교 한참 막 나갈 때","그때 남자친구랑 선생님들한테 가 수능 끝나고 학교 한참 막 나갈 때"
"1153","가정 체험 학습 내고 둘이 같이 서울 올라갔잖아 여행 간다고 {laughing}","가정 체험 학습 내고 둘이 같이 서울 올라갔잖아 여행 간다고 {laughing}"
"1154","그런 거 진짜 일탈 그런 일탈 좀 재밌었어.","그런 거 진짜 일탈 그런 일탈 좀 재밌었어."
"1155","이제 와서 보면 진짜 말도 안 되는 짓이긴 한데 재밌었어 진짜","이제 와서 보면 진짜 말도 안 되는 짓이긴 한데 재밌었어 진짜"
"1156","아 우린 다 그거 선생님이 안 된다 해가지고 나도 그렇게 하고 싶었거든","아 우린 다 그거 선생님이 안 된다 해가지고 나도 그렇게 하고 싶었거든"
"1157","진짜 다 풀어주는 선생님들 진짜 부러웠던 거 같아.","진짜 다 풀어주는 선생님들 진짜 부러웠던 거 같아."
"1158","그냥 뭐 난 반에서 진짜 그냥 옆 반 좀 꼽껴 가지고 인제 이렇게 다니고 그랬었는데","그냥 뭐 난 반에서 진짜 그냥 옆 반 좀 꼽껴 가지고 이제 이렇게 다니고 그랬었는데"
"1159","나는 야자 튀는 거","나는 야자 튀는 거"
"1160","야자 튀고 앞에 카페 가 가지고 몰래 있다가","야자 튀고 앞에 카페 가 가지고 몰래 있다가"
"1161","학교 선생님들 그 카페 오면은 고개 팍 숙이고 이렇게 숨어서 나가고","학교 선생님들 그 카페 오면은 고개 팍 숙이고 이렇게 숨어서 나가고"
"1162","그다음에 저녁 밥 아니면 점심 밥 점심 밥 맛없으면은","그다음에 저녁 밥 아니면 점심 밥 점심 밥 맛없으면은"
"1163","–외- 외출증 한 명이 끊고 그 하나 가지고 한 열 명 다섯 명이서 이렇게 모여서 나가 가지고","–외- 외출증 한 명이 끊고 그 하나 가지고 한 열 명 다섯 명이서 이렇게 모여서 나가 가지고"
"1164","앞에 자장면 집에서 자장면 먹고 그랬잖아 그거 진짜 재밌었어.","앞에 자장면 집에서 자장면 먹고 그랬잖아 그거 진짜 재밌었어."
"1165","와 진짜 나도 막 외출증 끊고 점심에 외출증 몰래 끊고 나가고 그랬었는데 그것도 재밌었어 진짜","와 진짜 나도 막 외출증 끊고 점심에 외출증 몰래 끊고 나가고 그랬었는데 그것도 재밌었어 진짜"
"1166","석식 때도","석식 때도"
"1167","아 그리고 갑자기 생각난 건데 우리 좀 일 학년 때 뭔 활동 많이 했던 거 같아.","아 그리고 갑자기 생각난 건데 우리 좀 일 학년 때 뭔 활동 많이 했던 거 같아."
"1168","그 별과 영화와 시 그것도 {laughing} 진짜 재밌었잖아 막 저녁에 -그런- 그런 게 어딨겠어.","그 별과 영화와 시 그것도 {laughing} 진짜 재밌었잖아 막 저녁에 -그런- 그런 게 어딨겠어."
"1169","진짜 저녁에 갑자기 별구경하고 영화 틀어준다고 해놓고 운동장 한복판에서 영화 틀어주고","진짜 저녁에 갑자기 별구경하고 영화 틀어준다고 해놓고 운동장 한복판에서 영화 틀어주고"
"1170","그런 거 보면 진짜 그거 주최했던 선생님 굉장히 낭만적이었구나 생각해","그런 거 보면 진짜 그거 주최했던 선생님 굉장히 낭만적이었구나 생각해"
"1171","별과 영화와 시 나랑 막 다른 애들이랑 준비했잖아 그거 준비하는 건 진짜 힘들었거든","별과 영화와 시 나랑 막 다른 애들이랑 준비했잖아 그거 준비하는 건 진짜 힘들었거든"
"1172","근데 망원경 한 여섯 개 놔두고 애들 막 달 보고 별 보고 있고","근데 망원경 한 여섯 개 놔두고 애들 막 달 보고 별 보고 있고"
"1173","그거 끝나면 엄청 큰 그 빔프로젝터 그거에다가 다 같이 그렇게 앉아가지고","그거 끝나면 엄청 큰 그 빔프로젝터 그거에다가 다 같이 그렇게 앉아가지고"
"1174","각자 친한 애들끼리 앉아가지고 영화 보고 몇몇 애들은 막 피자랑 치킨 시켜 먹고","각자 친한 애들끼리 앉아가지고 영화 보고 몇몇 애들은 막 피자랑 치킨 시켜 먹고"
"1175","그날은 진짜 재밌었어 너무 힘든데 너무 재밌었어.","그날은 진짜 재밌었어 너무 힘든데 너무 재밌었어."
"1176","그리고 딱 타이밍 좋게 그 프로그램 그 별과 영화와 시 그거 끝나고 다 철수하고 집 가려고 하는데","그리고 딱 타이밍 좋게 그 프로그램 그 별과 영화와 시 그거 끝나고 다 철수하고 집 가려고 하는데"
"1177","그때 목포에서 축제를 했나 그래가지고 불꽃이 빵빵 터졌단 말이야","그때 목포에서 축제를 했나 그래가지고 불꽃이 빵빵 터졌단 말이야"
"1178","그래가지고 그것까지도 진짜 너무 좋았어.","그래가지고 그것까지도 진짜 너무 좋았어."
"1179","근데 그런 프로그램은 진짜 재밌었는데 아 진짜","근데 그런 프로그램은 진짜 재밌었는데 아 진짜"
"1180","막 공부하고 막 애들이랑 싸우고 선생님들이랑 다투고 막","막 공부하고 막 애들이랑 싸우고 선생님들이랑 다투고 막"
"1181","자소서 쓰고 그럴 때는 진짜 힘들긴 힘들었던 거 같애.","자소서 쓰고 그럴 때는 진짜 힘들긴 힘들었던 거 같애."
"1182","이번엔 영화에 대해서 얘기하고 싶어.","이번엔 영화에 대해서 얘기하고 싶어."
"1183","아 나는 넷플릭스도 진짜 많이 보고 영화 진짜 많이 보거든?","아 나는 넷플릭스도 진짜 많이 보고 영화 진짜 많이 보거든?"
"1184","근데 최근에 본 그나마 제일 최근에 본 거는 반도 반도 봤는데","근데 최근에 본 그나마 제일 최근에 본 거는 반도 반도 봤는데"
