"","jeju","seoul"
"1620","겡 나가 우리 딸내미 한테 우렁각시에 대해서 설명해줬지 또","그래서 나가 우리 딸내미 한테 우렁각시에 대해서 설명해줬지 또"
"1621","이무기는 무사?","이무기는 왜?"
"1622","우리 옛날에 용이 못 된 괴물 이무기랜 한다 그런 얘기 하고","우리 옛날에 용이 못 된 괴물 이무기랜 한다 그런 얘기 하고"
"1623","진짜예 웃겨","진짜요 웃겨"
"1624","아니 취미 하나 가지면 좋은데","아니 취미 하나 가지면 좋은데"
"1625","운동하라게 너랑 취미","운동해라 너랑 취미"
"1626","게메 뭔가 그거는","그러게 뭔가 그거는"
"1627","집 안에서도 할 수 있고 밖에서도 할 수 있는예","집 안에서도 할 수 있고 밖에서도 할 수 있는요"
"1628","그런 게 있어야 돼","그런 게 있어야 돼"
"1629","겅허지  않애도 골프배우잰들 얘기해신디예","그렇지 않애도 골프배우자고들 얘기했는데"
"1630","골프예 이제는 못배울거 같아봬 나","골프예 이제는 못배울거 같아봬 나"
"1631","너무 늦어분거 닮아","너무 늦어분거 같아"
"1632","무슨 늦어 우리 친구들 많이 햄성게 육지에서","무슨 늦어 우리 친구들 많이 하던데 육지에서"
"1633","(())","(())"
"1634","마음이 어서부난 마음이 배우고싶은 마음이 일도 어서","마음이 없어서 마음이 배우고싶은 마음이 일도 없어"
"1635","나는 그걸 배웠는데","나는 그걸 배웠는데"
"1636","운동 좋아하나","운동 좋아하나"
"1637","또 돈 많이 들드라예","또 돈 많이 들더라요"
"1638","처음엔 좀 들어","처음엔 좀 들어"
"1639","옷 사고 빽 사구","옷 사고 빽 사구"
"1640","아니 옷 같은 그런 거 안 사도 그 강습비에 코치비에","아니 옷 같은 그런 거 안 사도 그 강습비에 코치비에"
"1641","건 많이 안들어 건많이 안든거","건 많이 안들어 건많이 안든거"
"1642","기과","그래요"
"1643","필드 한번 나가잰 하면","필드 한번 나가려고 하면"
"1644","아 필드 응","아 필드 응"
"1645","그런데 나중에 이제 그 필드는","그런데 나중에 이제 그 필드는"
"1646","이제나가기 시작하면 이제 장비가 어느정도 갖춰진","이제나가기 시작하면 이제 장비가 어느정도 갖춰진"
"1647","장비 사는것도 장비도","장비 사는것도 장비도"
"1648","한꺼번에","한꺼번에"
"1649","겅 안하고 중고로도 서로예 바꾸기도 하고에","그렇게 안하고 중고로도 서로요 바꾸기도 하고요"
"1650","뭐냐 팔기도 하고에 중고로 막 겅해마씨","뭐냐 팔기도 하고요 중고로 막 그래도"
"1651","공 하니까","공 하니까"
"1652","우린 처음에 왕창 들은 게","우린 처음에 왕창 들은 게"
"1653","처음에 막 뭐 할 건 아닌 것 같고","처음에 막 뭐 할 건 아닌 것 같고"
"1654","옷이영","옷이랑"
"1655","사시사철 옷사야되","사시사철 옷사야되"
"1656","한달에 하나씩 사는거라마씨","한달에 하나씩 사는거에요"
"1657","옷도 야금야금 하나씩 가방도 야금야금 하나씩 또","옷도 야금야금 하나씩 가방도 야금야금 하나씩 또"
"1658","주변에서 또 골프치는 사람이시면 자기","주변에서 또 골프치는 있으면 자기"
"1659","바꾸고 싶으난 이거너 가져","바꾸고 싶으난 이거너 가져"
"1660","(()) 받아오는것도 잇고","(()) 받아오는것도 잇고"
"1661","당근 마켓을 많이 나와","당근 마켓을 많이 나와"
"1662","이제는 지금 안 가니까 우리 신랑도 지금 안 가니까","이제는 지금 안 가니까 우리 신랑도 지금 안 가니까"
"1663","나보고 골프 처보라 뭐어쩌라","나보고 골프 처보라 뭐어쩌라"
"1664","주변에서도 같이들 막 언니들","주변에서도 같이들 막 언니들"
"1665","치랜 하면서 배우래 같이 나가겐","치라고 하면서 배우래 같이 나가겐"
"1666","그런데 알아수다 겅만 해동","그런데 알아수다 그렇게만 하고"
"1667","못갔주 (())","못갔주 (())"
"1668","요 집앞에도 우리신랑 몇년전에 일년 다녀서","요 집앞에도 우리신랑 몇년전에 일년 다녔어"
"1669","밑에도 있고 저 위에도 있고예","밑에도 있고 저 위에도 있고요"
"1670","폼은 아주 좋아","폼은 아주 좋아"
"1671","폼만?","폼만?"
"1672","우린 막 -운동- 운동신경이 좋아","우린 막 -운동- 운동신경이 좋아"
"1673","우리신랑도 운동신경좋으난 금방 배우더라","우리신랑도 운동신경좋으난 금방 배우더라"
"1674","재미나 행게","재미나 하더라"
"1675","나는 나는 별로","나는 나는 별로"
"1676","일도 없음","일도 없음"
"1677","취미 (())","취미 (())"
"1678","나느 그 길예","나느 그 길요"
"1679","길 그 다니는거 그거에 그것도 좋아","길 그 다니는거 그거에 그것도 좋아"
"1680","길 다니는거","길 다니는거"
"1681","오름이나 이제 올레길 같은 거 숲의 다니는거","오름이나 이제 올레길 같은 거 숲의 다니는거"
"1682","너 숲길 한번 추천해 봐","너 숲길 한번 추천해 봐"
"1683","그런 것도 좀 아니게난 아까","그런 것도 좀 아니게난 아까"
"1684","한라 생태숲에는 그 절물예","한라 생태숲에는 그 절물요"
"1685","응 거기 가는 것도 좋고","응 거기 가는 것도 좋고"
"1686","또 절물 안에서만 돌아도 좋고예","또 절물 안에서만 돌아도 좋고요"
"1687","그다음에 그 우리 아까 얘기한 그 대록산도 좋고","그다음에 그 우리 아까 얘기한 그 대록산도 좋고"
"1688","따라비오름도 좋고","따라비오름도 좋고"
"1689","따라비오름 막 경사지잖아","따라비오름 막 경사지잖아"
"1690","따라비오름","따라비오름"
"1691","말고 또 무슨 오름도 있더라","말고 또 무슨 오름도 있더라"
"1692","암튼 그 오름들이 엄청 많아예 오름들이","암튼 그 오름들이 엄청 많아예 오름들이"
"1693","나 민오름도 가났져","나 민오름도 가났져"
"1694","민오름","민오름"
"1695","미오름도 {laughing}","미오름도 {laughing}"
"1696","민오름도 가났져 그리고 천왕사위에 그거 무슨","민오름도 갔었어 그리고 천왕사위에 그거 무슨"
"1697","천와사에서","천와사에서"
"1698","석굴암 석굴암?","석굴암 석굴암?"
"1699","석굴암 말고","석굴암 말고"
"1700","영실?","영실?"
"1701","아니 초등학생이 조금 가면","아니 초등학생이 조금 가면"
"1702","천왕성에서","천왕성에서"
"1703","조금 더 올라가면 오름 하나","조금 더 올라가면 오름 하나"
"1704","긴가?","긴가?"
"1705","응","응"
"1706","천하 오름? 천하숲길?","천하 오름? 천하숲길?"
"1707","어디?","어디?"
"1708","하나 이신디 우리신랑이 가나신디 가서 고사리도 꺽고 해나신디","하나 있는데 우리신랑이 갔었는데 가서 고사리도 꺽고 했엇는데"
"1709","저 어디도 좋읍디다","저 어디도 좋더라고요"
"1710","어승생악 어리목","어승생악 어리목"
"1711","거기 올라가는 거 삼십 분","거기 올라가는 거 삼십 분"
"1712","내려오는거 삼십분","내려오는거 삼십분"
"1713","진짜 거기는예 뒷산 갔다오는 기분 그냥 동네","진짜 거기는예 뒷산 갔다오는 기분 그냥 동네"
"1714","이렇게 된?","이렇게 됬어?"
"1715","겅 그런느낌아니라","그렇게 그런느낌아니라"
"1716","그냥 이렇게 좀 완만하게 완만하게 헹 오르막길","그냥 이렇게 좀 완만하게 완만하게 해서 오르막길"
"1717","불편하지도 않네요 삼 (십) 일","불편하지도 않네요 삼 (십) 일"
"1718","이디 차세왕?","여기 차세워서?"
"1719","그 어리목 거기 추천합니다","그 어리목 거기 추천합니다"
"1720","우리 아방이 몇 년 전에","우리 아방이 몇 년 전에"
"1721","맨 처음 몇 년 동안 오름이영","맨 처음 몇 년 동안 오름이랑"
"1722","어승생악","어승생악"
"1723","다 돌아라","다 돌아라"
"1724","어승생악 좋고","어승생악 좋고"
"1725","그 용눈이도 거기가예 이렇게 편편해","그 용눈이도 거기가예 이렇게 편편해"
"1726","거문오름도 좋아라","거문오름도 좋더라"
"1727","나 옛날에 가난 거문오름","나 옛날에 갔었어 거문오름"
"1728","신청행이","신청해서"
"1729","거문오름 거기도 거의 거긴 삼나무숲길이어신가","거문오름 거기도 거의 거긴 삼나무숲길이었나"
"1730","거기도 편백나무 편백나무","거기도 편백나무 편백나무"
"1731","거기 엄청에 거긴 시커멍해","거기 엄청에 거긴 시커멓다"
"1732","시커멍해 진짜 시커멍해","시커멓다 진짜 시커멓다"
"1733","진짜 시커멍해","진짜 시커멓다"
"1734","거기도 거문오름도 좋고 사려니숲길도예","거기도 거문오름도 좋고 사려니숲길도예"
"1735","좀 시맨트긴한데 좋아","좀 시맨트긴한데 좋아"
"1736","처음 시작은 흙 아니가?","처음 시작은 흙 아니가?"
"1737","사려니 처음 시작은 흙 아니가?","사려니 처음 시작은 흙 아니가?"
"1738","흑흑 근데 어쨌든 근데 또","흑흑 근데 어쨌든 근데 또"
"1739","도로가 지금 시멘트로 다 이젠( 되서마씨)/(됬어요)","도로가 지금 시멘트로 다 이젠( 되서마씨)/(됬어요)"
"1740","차어디 세원다니맨","차어디 세우고다녀"
"1741","사려니도예 이어졌더라고요 이렇게 갔당","사려니도예 이어졌더라고요 이렇게 갔당"
"1742","다시 돌아오며 완전 먼 길마씨","다시 돌아오며 완전 먼 길이에요"
"1743","그럼 어디 세원다녀 사려니는","그럼 어디 세우고 사려니는"
"1744","사려니 갈 때는 그","사려니 갈 때는 그"
"1745","저 뭐지 그 교래리 그쪽에서 사려니는 들어가는 구멍이 잘도 많아마씨","저 뭐지 그 교래리 그쪽에서 사려니는 들어가는 구멍이 잘도 많아요"
"1746","잘못하면 차를 못 찾을 거야","잘못하면 차를 못 찾을 거야"
"1747","그런데 나는 그기 보다","그런데 나는 그기 보다"
"1748","그 어디드라 거기 어디랜 합니까","그 어디드라 거기 어리라고 합니까"
"1749","삼달 삼달인가?","삼달 삼달인가?"
"1750","어디지","어디지"
"1751","사려니","사려니"
"1752","그 들어가는 입구의 널찍한대 이서마씨","그 들어가는 입구의 넓은데 있어요"
"1753","거기로 가가지고 거기다 차 세웡","거기로 가가지고 거기다 차 세워서"
"1754","넘어갔당","넘어갔다가"
"1755","다시 넘어오면 거기는","다시 넘어오면 거기는"
"1756","거기는 꽤 걸리는거 같아마씨","거기는 꽤 걸리는거 같아요"
"1757","난 근데 거기 중간 갔당 다시 그냥 내려왔거든예","난 근데 거기 중간 갔다가 다시 그냥 내려왔거든요"
"1758","움직여야될거라 가지고","움직여야될거라 가지고"
"1759","중간갔당 다시 내려와그네","중간 갔다가 다시 내려와서"
"1760","저거 이시난","저거 있으니까"
"1761","너 많이 댕겨신게","너 많이 다녔네"
"1762","사련이도","사련이도"
"1763","노는 시간도 -적지 않은- 적어신디","노는 시간도 -적지 않은- 적었는데"
"1764","그러니까 일요일 토요일 이런때","그러니까 일요일 토요일 이런때"
"1765","가구","가구"
"1766","여름에는 삼양에","여름에는 삼양에"
"1767","물통에도가","물통에도가"
"1768","샘물나는 데 완전 좋아","샘물나는 데 완전 좋아"
"1769","완전 얼음물 같애마씨","완전 얼음물 같아요"
"1770","도두에도 이시니","도두에도 있잖아"
"1771","거기는 도두는 돈 내고 들어가야 되잖아","거기는 도두는 돈 내고 들어가야 되잖아"
"1772","거기는 막아졋네","거기는 막아졌잖아"
"1773","다 막아지고 사람들도","다 막아지고 사람들도"
"1774","삼양(())은 해수욕장이영 다터전","삼양(())은 해수욕장이랑 다터져서"
"1775","거기 배 들어오고 나가는 배 선착장이영 다 연결되고","거기 배 들어오고 나가는 배 선착장이랑 다 연결되고"
"1776","건디 거기서 샘물이 엄청 많이","건디 거기서 샘물이 엄청 많이"
"1777","(())","(())"
"1778","아니","아니"
"1779","아이들 거기서 수영해","아이들 거기서 수영해"
"1780","완전 넓어 언니 이정도해","완전 넓어 언니 이정도해"
"1781","다 큰 아이들이가","다 큰 아이들이가"
"1782","어 짝은 아이영 어멍들이영 다","어 짝은 아이랑 엄마들이랑 다"
"1783","거기 거기 샤워장 같이예 남자 여자 뭣도 다있고","거기 거기 샤워장 같이예 남자 여자 뭣도 다있고"
"1784","그런데 아이들이 그렇게 올라가면 (()) 거기서 다 보이지","그런데 아이들이 그렇게 올라가면 (()) 거기서 다 보이지"
"1785","탈의 하는데가 화장실도 공공화장실도 있고 게난","탈의 하는데가 화장실도 공공화장실도 있고 게난"
"1786","밤에 가도 되고?","밤에 가도 되고?"
"1787","밤에 가도 돼 그런데 얼음 얼음물 완전 그 샘물이라부니까","밤에 가도 돼 그런데 얼음 얼음물 완전 그 샘물이라부니까"
